SCED Time Stamp,Repeated Hour Flag,SUM TELEM DSR LOAD,SUM TELEM DSR GEN
12/29/2024 00:00:13,N,176.3,0
12/29/2024 00:15:11,N,172.3,0
12/29/2024 00:30:10,N,171.2,0
12/29/2024 00:45:11,N,170.7,0
12/29/2024 01:00:15,N,167.9,0
12/29/2024 01:15:10,N,166.6,0
12/29/2024 01:30:12,N,164.9,0
12/29/2024 01:45:11,N,162.5,0
12/29/2024 02:00:13,N,160.4,0
12/29/2024 02:15:10,N,159.2,0
12/29/2024 02:30:11,N,159.7,0
12/29/2024 02:45:09,N,157.0,0
12/29/2024 03:00:11,N,157.5,0
12/29/2024 03:15:11,N,157.4,0
12/29/2024 03:30:11,N,157.9,0
12/29/2024 03:45:12,N,157.0,0
12/29/2024 04:00:13,N,158.5,0
12/29/2024 04:15:10,N,156.2,0
12/29/2024 04:30:12,N,158.1,0
12/29/2024 04:45:09,N,157.4,0
12/29/2024 05:00:11,N,158.7,0
12/29/2024 05:15:11,N,158.3,0
12/29/2024 05:30:10,N,157.6,0
12/29/2024 05:45:10,N,158.9,0
12/29/2024 06:00:14,N,160.7,0
12/29/2024 06:15:11,N,162.7,0
12/29/2024 06:30:12,N,162.4,0
12/29/2024 06:45:10,N,164.6,0
12/29/2024 07:00:11,N,164.6,0
12/29/2024 07:15:10,N,168.7,0
12/29/2024 07:30:10,N,168.7,0
12/29/2024 07:45:10,N,168.4,0
12/29/2024 08:00:12,N,169.8,0
12/29/2024 08:15:10,N,172.2,0
12/29/2024 08:30:10,N,172.8,0
12/29/2024 08:45:11,N,175.4,0
12/29/2024 09:00:13,N,178.2,0
12/29/2024 09:15:10,N,179.3,0
12/29/2024 09:30:10,N,180.2,0
12/29/2024 09:45:11,N,180.1,0
12/29/2024 10:00:11,N,180.3,0
12/29/2024 10:15:09,N,183.1,0
12/29/2024 10:30:09,N,181.6,0
12/29/2024 10:45:10,N,183.5,0
12/29/2024 11:00:10,N,183.2,0
12/29/2024 11:15:09,N,180.1,0
12/29/2024 11:30:09,N,179.9,0
12/29/2024 11:45:09,N,178.7,0
12/29/2024 12:00:11,N,177.8,0
12/29/2024 12:15:09,N,176.7,0
12/29/2024 12:30:10,N,176.9,0
12/29/2024 12:45:09,N,176.4,0
12/29/2024 13:00:12,N,174.2,0
12/29/2024 13:15:08,N,176.3,0
12/29/2024 13:30:09,N,174.3,0
12/29/2024 13:45:10,N,176.1,0
12/29/2024 14:00:13,N,173.0,0
12/29/2024 14:15:10,N,172.9,0
12/29/2024 14:30:09,N,173.4,0
